#,Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,wRC+,BsR,Off,Def,WAR
62,Marcus Semien,NYM,149,644,20,82,75,9,9.00%,16.40%,0.152,0.263,0.242,0.314,0.394,0.31,101,0.2,1.2,8.2,3.2
63,Gleyber Torres,DET,154,665,19,83,72,6,11.30%,17.10%,0.147,0.292,0.26,0.347,0.407,0.332,113,-1.8,8.1,-0.8,3.1
64,Drake Baldwin,ATL,130,528,21,66,72,1,9.30%,18.10%,0.191,0.292,0.266,0.34,0.458,0.346,122,-1,12.6,0.8,3.1
65,Brent Rooker,ATH,154,665,34,89,107,6,9.60%,25.20%,0.236,0.313,0.266,0.342,0.503,0.36,130,-0.8,22.7,-15.5,3.1
66,Andy Pages,LAD,139,602,26,75,85,10,6.10%,21.60%,0.198,0.289,0.257,0.311,0.455,0.329,112,-0.2,8.1,1.9,3.1
67,Jazz Chisholm Jr.,NYY,139,602,28,78,86,31,9.80%,25.90%,0.202,0.279,0.238,0.318,0.44,0.328,111,2.6,10.7,-1.4,3.1
68,Dillon Dingler,DET,110,435,13,48,56,1,6.70%,24.90%,0.16,0.302,0.245,0.306,0.404,0.309,97,-0.7,-2.1,13.8,3.1
69,Brice Turang,MIL,151,651,14,83,68,28,9.20%,20.60%,0.128,0.311,0.259,0.328,0.387,0.314,101,2.3,3.4,4.6,3
70,Luke Keaschall,MIN,130,560,11,73,61,24,9.90%,16.70%,0.13,0.305,0.265,0.352,0.396,0.331,112,1.2,8.8,1.4,3
71,Ezequiel Tovar,COL,151,651,21,81,76,9,5.10%,24.00%,0.177,0.324,0.266,0.306,0.443,0.322,92,-0.4,-6.2,13.7,3
72,Kyle Schwarber,PHI,159,686,44,103,105,7,14.70%,28.50%,0.269,0.255,0.227,0.348,0.496,0.361,131,-1.9,23.2,-17,3
73,Brendan Donovan,SEA,130,560,12,68,55,5,8.90%,13.70%,0.131,0.301,0.273,0.348,0.404,0.331,119,-1.4,11,-1.4,3
74,Michael Busch,CHC,139,602,28,84,82,4,10.50%,24.50%,0.223,0.296,0.253,0.339,0.476,0.35,127,-1.2,18.4,-9.7,2.9
75,Jackson Chourio,MIL,151,651,25,92,88,24,6.00%,20.10%,0.197,0.308,0.272,0.318,0.469,0.336,116,2,14.7,-8,2.9
76,Iván Herrera,STL,141,601,19,77,74,10,10.60%,19.60%,0.163,0.317,0.273,0.362,0.437,0.349,127,0,19.3,-11,2.9
77,Bryson Stott,PHI,144,623,14,73,68,25,8.90%,16.50%,0.132,0.291,0.258,0.327,0.39,0.314,99,2.2,1.6,5.8,2.9
78,CJ Abrams,WSN,146,630,20,86,70,30,6.00%,18.80%,0.171,0.287,0.254,0.314,0.426,0.32,105,3.1,6.5,0.7,2.9
79,Josh Naylor,SEA,144,623,23,74,92,18,8.20%,14.80%,0.181,0.283,0.269,0.332,0.45,0.335,122,0.6,16.7,-10.2,2.9
80,Xavier Edwards,MIA,139,602,5,72,50,27,8.70%,13.70%,0.084,0.322,0.281,0.345,0.365,0.314,100,2.2,2,5.8,2.8
81,Andrés Giménez,TOR,138,595,14,68,66,20,5.80%,17.20%,0.129,0.285,0.251,0.313,0.38,0.304,94,1.5,-2.4,9.4,2.8
82,Francisco Alvarez,NYM,112,446,22,54,63,1,9.30%,25.60%,0.21,0.276,0.238,0.318,0.448,0.331,116,-0.7,7.5,3.2,2.8
83,Oneil Cruz,PIT,125,539,22,73,65,29,10.70%,30.20%,0.202,0.309,0.237,0.323,0.44,0.328,109,3,8.5,0.6,2.8
84,Ian Happ,CHC,152,658,23,84,79,8,12.50%,23.70%,0.181,0.293,0.243,0.342,0.424,0.335,117,-0.6,12.4,-7.2,2.8
85,Trent Grisham,NYY,126,546,24,73,65,6,13.20%,24.80%,0.197,0.251,0.217,0.327,0.414,0.326,110,-0.6,6,2.2,2.8
86,Shea Langeliers,ATH,131,524,28,70,83,5,7.40%,22.40%,0.234,0.277,0.253,0.313,0.487,0.341,117,-0.3,10,3.2,2.7
87,Seiya Suzuki,CHC,143,616,26,77,86,7,10.80%,25.20%,0.208,0.309,0.256,0.339,0.464,0.345,124,-1.1,16.4,-10.1,2.7
88,Yandy Díaz,TBR,151,651,20,83,79,3,9.60%,14.90%,0.16,0.319,0.292,0.365,0.452,0.355,128,-1.8,19.5,-15.2,2.7
89,Jordan Westburg,BAL,104,448,19,62,61,4,6.40%,22.30%,0.206,0.301,0.262,0.317,0.468,0.338,119,-0.4,9.4,1.8,2.7
90,Kazuma Okamoto,TOR,130,560,25,66,83,2,9.40%,17.90%,0.204,0.264,0.25,0.329,0.453,0.335,116,-1.1,9.5,-2.2,2.7
91,Daulton Varsho,TOR,138,595,29,80,84,9,7.70%,25.60%,0.218,0.257,0.226,0.291,0.444,0.315,102,-0.2,1.3,4.5,2.7
92,Taylor Ward,BAL,152,658,28,84,89,5,10.50%,24.30%,0.202,0.284,0.243,0.328,0.445,0.335,117,-1.6,11.4,-7.8,2.7
93,Otto Lopez,MIA,141,609,12,67,65,16,7.10%,15.00%,0.124,0.297,0.266,0.321,0.39,0.311,97,0.3,-1.8,7.2,2.6
94,Ernie Clement,TOR,149,644,13,77,71,9,4.40%,9.90%,0.127,0.283,0.271,0.306,0.398,0.305,95,-0.1,-3.6,7,2.6
95,JJ Wetherholt,STL,125,539,11,63,60,12,10.00%,16.90%,0.125,0.291,0.254,0.34,0.379,0.319,106,0.3,4.2,3,2.6
96,Ben Rice,NYY,128,546,27,75,79,4,10.30%,21.00%,0.225,0.264,0.244,0.331,0.468,0.345,123,-1,13.9,-7.6,2.6
97,Jeff McNeil,ATH,134,581,13,66,64,4,8.20%,12.20%,0.147,0.291,0.271,0.342,0.418,0.331,110,-1.3,5.4,-0.3,2.6
98,J.P. Crawford,SEA,147,637,12,69,59,6,11.80%,19.20%,0.117,0.284,0.239,0.334,0.356,0.308,103,-0.7,1.9,1.1,2.5
99,Caleb Durbin,BOS,130,560,11,68,62,22,7.20%,11.00%,0.137,0.274,0.258,0.334,0.395,0.321,102,1.1,2.2,3.2,2.5
100,Konnor Griffin,PIT,113,490,12,70,58,24,6.30%,24.70%,0.136,0.331,0.26,0.324,0.397,0.316,100,0.9,0.8,7.5,2.5
101,Colson Montgomery,CHW,139,602,27,70,87,3,8.40%,29.70%,0.196,0.27,0.218,0.295,0.414,0.308,96,-0.8,-3.4,7.2,2.5
102,Royce Lewis,MIN,131,567,22,65,76,12,7.40%,21.00%,0.18,0.284,0.251,0.309,0.431,0.319,104,0.4,2.9,1.9,2.5
103,Alec Bohm,PHI,141,609,16,70,78,3,6.80%,15.50%,0.15,0.307,0.278,0.331,0.428,0.328,109,-1.1,5.3,-1.3,2.5
104,Yainer Diaz,HOU,128,509,19,58,68,1,4.30%,17.30%,0.173,0.297,0.272,0.306,0.445,0.322,107,-0.6,3.6,5.9,2.5
105,Lawrence Butler,ATH,136,588,22,77,75,19,8.80%,25.50%,0.184,0.3,0.246,0.314,0.43,0.323,104,1.3,4.1,-0.2,2.5
106,Jose Altuve,HOU,144,623,21,80,74,12,8.40%,17.30%,0.162,0.295,0.266,0.334,0.428,0.33,112,-0.6,8.5,-6,2.5
107,Jonathan Aranda,TBR,141,609,21,77,80,2,10.10%,25.50%,0.169,0.333,0.266,0.35,0.435,0.342,119,-2.5,11.1,-8.2,2.4
108,Max Muncy,LAD,105,455,21,60,62,3,15.20%,25.10%,0.218,0.25,0.22,0.347,0.438,0.342,120,-1.2,9.8,-1.3,2.4
109,Brandon Nimmo,TEX,146,630,20,80,69,9,9.70%,21.90%,0.161,0.297,0.25,0.332,0.411,0.326,110,-0.1,7.5,-5.6,2.4
110,George Springer,TOR,138,595,25,86,75,13,10.30%,19.40%,0.192,0.285,0.258,0.342,0.449,0.343,121,0.9,15.9,-12.8,2.4
111,Matt McLain,CIN,143,616,19,78,67,18,9.70%,27.60%,0.156,0.305,0.235,0.318,0.391,0.312,94,1.1,-3,5.9,2.4
112,Wilyer Abreu,BOS,120,518,21,67,71,8,10.90%,24.60%,0.198,0.295,0.247,0.332,0.445,0.335,111,-0.5,6.1,-0.5,2.4
113,Bo Naylor,CLE,117,461,17,54,55,4,10.70%,24.10%,0.184,0.254,0.218,0.305,0.402,0.308,98,-0.7,-1.7,8.8,2.4
114,Jarren Duran,BOS,139,602,16,79,69,21,8.00%,23.30%,0.182,0.319,0.258,0.326,0.441,0.331,108,3,8.9,-6.4,2.4
115,Joey Ortiz,MIL,146,630,12,73,66,15,7.40%,17.00%,0.133,0.284,0.248,0.309,0.381,0.302,93,0.7,-4.3,6.3,2.4
116,Kyle Stowers,MIA,141,609,27,73,84,4,9.60%,28.30%,0.211,0.303,0.243,0.324,0.454,0.334,113,-0.4,9.1,-6.4,2.3
117,Trevor Story,BOS,154,665,22,82,85,24,5.70%,27.00%,0.165,0.316,0.251,0.299,0.416,0.309,93,2.6,-2.8,2.8,2.3
118,Hunter Goodman,COL,144,583,29,74,89,2,6.00%,25.60%,0.232,0.303,0.259,0.309,0.49,0.341,105,-0.9,2.8,0.2,2.3
119,Ryan Jeffers,MIN,130,523,16,60,60,3,9.50%,20.60%,0.163,0.285,0.245,0.331,0.408,0.324,107,-1.2,3.1,2,2.3
120,Luis Robert Jr.,NYM,131,567,21,69,76,29,7.40%,27.90%,0.17,0.295,0.235,0.298,0.405,0.304,97,1.3,-0.6,4.1,2.3
121,Kevin McGonigle,DET,86,371,11,48,47,6,10.50%,13.80%,0.171,0.27,0.255,0.335,0.426,0.332,113,-0.6,4.9,4.4,2.3
122,Jorge Polanco,NYM,125,539,23,65,76,5,9.70%,20.20%,0.191,0.276,0.251,0.327,0.442,0.333,117,-1,9.8,-5.8,2.2
123,Lars Nootbaar,STL,125,539,16,69,54,6,12.30%,20.10%,0.162,0.286,0.247,0.343,0.409,0.33,114,-0.4,8.3,-4.3,2.2
124,Jake Meyers,HOU,113,490,10,57,48,13,8.10%,20.90%,0.127,0.304,0.251,0.319,0.378,0.307,97,0.5,-1.3,6.3,2.2
125,Munetaka Murakami,CHW,136,588,30,76,83,9,13.60%,31.50%,0.217,0.298,0.232,0.342,0.449,0.342,120,-1,12.6,-11.1,2.2
126,Isaac Paredes,HOU,110,476,20,59,63,1,11.50%,16.90%,0.194,0.256,0.243,0.346,0.437,0.343,121,-1.2,10.7,-5.5,2.2
127,Colton Cowser,BAL,118,511,20,63,65,14,9.60%,31.10%,0.186,0.31,0.233,0.317,0.419,0.32,107,1,5.1,-1,2.2
128,Jakob Marsee,MIA,134,581,13,73,58,35,11.60%,21.40%,0.145,0.28,0.231,0.33,0.376,0.314,99,2.1,1.5,0.6,2.2
129,Willson Contreras,BOS,141,609,23,75,82,5,9.40%,24.90%,0.193,0.307,0.251,0.344,0.445,0.344,117,-1.3,11,-10.6,2.2
130,Jung Hoo Lee,SFG,141,609,10,68,64,9,7.70%,10.70%,0.133,0.291,0.271,0.333,0.404,0.322,108,-0.1,6,-4.9,2.2
131,Jake Cronenworth,SDP,146,630,15,71,65,4,10.90%,20.00%,0.14,0.277,0.234,0.332,0.374,0.313,104,-1,2,-1.7,2.2
132,Dylan Crews,WSN,138,595,18,72,69,26,7.10%,22.00%,0.158,0.288,0.244,0.309,0.401,0.31,98,1.1,-0.3,1.7,2.2
133,Brenton Doyle,COL,138,595,19,69,70,21,6.30%,26.50%,0.163,0.31,0.248,0.297,0.411,0.306,82,1.7,-11.2,12.5,2.2
134,Tommy Edman,LAD,117,504,15,63,60,10,6.50%,17.60%,0.156,0.278,0.25,0.305,0.406,0.309,98,0.9,-0.2,4.5,2.2
135,Mike Trout,LAA,130,560,26,73,73,3,13.80%,30.60%,0.208,0.303,0.233,0.347,0.442,0.34,118,-1,10.5,-8.7,2.2
136,Chase Meidroth,CHW,128,553,8,68,45,13,11.30%,15.00%,0.096,0.288,0.252,0.348,0.348,0.314,100,-0.4,-0.1,2,2.1
137,Ozzie Albies,ATL,146,630,19,75,75,11,7.50%,14.80%,0.158,0.271,0.254,0.314,0.412,0.315,101,0.2,1,-0.9,2.1
138,Nolan Arenado,ARI,141,609,18,65,77,4,7.00%,14.10%,0.15,0.27,0.254,0.309,0.404,0.308,96,-0.9,-4,4.6,2.1
139,Randy Arozarena,SEA,157,679,23,84,79,25,9.70%,26.40%,0.171,0.292,0.233,0.329,0.404,0.323,114,0,10.8,-13.5,2.1
140,Luis Arraez,SFG,144,623,6,73,58,9,5.00%,4.20%,0.093,0.313,0.308,0.346,0.401,0.326,111,-0.3,8.1,-8.1,2.1
141,Alec Burleson,STL,139,602,22,70,79,6,7.00%,13.90%,0.17,0.29,0.276,0.329,0.446,0.335,117,-1.1,11.2,-10.6,2.1
142,J.T. Realmuto,PHI,126,500,15,56,58,7,6.60%,24.20%,0.16,0.309,0.251,0.311,0.411,0.314,99,-0.4,-1,9.8,2.1
143,Matt Wallner,MIN,110,476,22,60,65,4,10.70%,30.80%,0.222,0.304,0.234,0.334,0.455,0.342,120,-0.9,10.2,-6,2.1
144,Sal Frelick,MIL,118,511,8,60,53,15,7.90%,13.90%,0.116,0.303,0.271,0.335,0.387,0.318,104,0.7,3,0.2,2.1
145,Freddy Fermin,SDP,122,480,11,48,49,3,6.80%,19.80%,0.12,0.283,0.242,0.297,0.361,0.289,87,-0.6,-8,12.2,2.1
146,Teoscar Hernández,LAD,138,595,29,75,92,6,6.40%,26.40%,0.212,0.312,0.261,0.314,0.473,0.337,117,-1.1,10.7,-10.4,2.1
147,Tyler Soderstrom,ATH,136,588,26,71,87,5,8.40%,22.70%,0.202,0.293,0.256,0.325,0.458,0.336,114,-0.8,8.5,-8.7,2.1
148,Kyle Teel,CHW,115,464,12,57,49,6,10.90%,25.20%,0.133,0.317,0.247,0.335,0.381,0.317,103,-0.6,1.1,2.7,2.1
149,Miguel Vargas,CHW,139,602,18,76,67,8,11.00%,18.80%,0.166,0.266,0.237,0.327,0.402,0.32,105,-0.5,3.1,-3.8,2
150,Harrison Bader,SFG,123,532,15,62,59,15,6.40%,23.60%,0.143,0.307,0.251,0.309,0.395,0.308,99,-0.2,-1.1,3.2,2
151,Colt Keith,DET,113,490,15,61,62,3,9.20%,21.00%,0.169,0.31,0.264,0.334,0.432,0.332,113,-0.1,7.6,-5.2,2
152,TJ Friedl,CIN,144,623,15,76,61,13,10.30%,16.90%,0.135,0.277,0.245,0.337,0.38,0.319,99,0.4,-0.2,-1.3,2
153,Spencer Torkelson,DET,149,644,29,80,89,2,10.80%,25.90%,0.21,0.279,0.235,0.324,0.445,0.332,113,-0.6,9.1,-12.1,2
154,Anthony Volpe,NYY,109,469,14,54,53,17,7.80%,23.90%,0.163,0.275,0.228,0.293,0.391,0.298,91,1.2,-3.9,6.6,1.9
155,Carlos Narváez,BOS,107,423,11,46,46,3,9.90%,26.00%,0.147,0.29,0.228,0.311,0.375,0.302,89,-0.8,-6.5,9.4,1.9
156,Jackson Holliday,BAL,104,448,13,59,47,12,10.30%,21.60%,0.155,0.297,0.249,0.331,0.403,0.322,108,-0.5,3.7,-0.4,1.9
157,Addison Barger,TOR,120,518,20,64,72,4,8.60%,23.50%,0.194,0.289,0.246,0.316,0.44,0.326,110,-0.6,5.2,-4.5,1.9
158,Evan Carter,TEX,110,476,12,58,51,19,10.40%,22.30%,0.149,0.293,0.24,0.331,0.389,0.317,105,1.3,3.8,-1.7,1.9
159,Parker Meadows,DET,122,525,14,65,55,14,9.40%,24.80%,0.155,0.289,0.231,0.307,0.386,0.303,93,1.1,-3.3,3.6,1.9
160,Spencer Horwitz,PIT,115,497,11,59,54,2,11.40%,18.10%,0.149,0.314,0.269,0.359,0.418,0.341,117,-1.2,9,-7.2,1.9
161,Vinnie Pasquantino,KCR,147,637,28,74,94,1,8.60%,14.80%,0.206,0.265,0.26,0.328,0.466,0.34,116,-1.8,10,-13.8,1.8
162,Carson Kelly,CHC,94,373,12,42,43,2,9.50%,20.40%,0.154,0.265,0.233,0.313,0.387,0.308,98,-0.9,-1.7,8.7,1.8
163,Ramón Laureano,SDP,130,560,21,69,71,9,7.40%,27.10%,0.185,0.302,0.242,0.311,0.427,0.32,108,-0.9,4.7,-5.3,1.8
164,Heliot Ramos,SFG,147,637,22,77,78,7,7.70%,23.60%,0.168,0.309,0.257,0.325,0.425,0.325,111,-1,7.2,-10.5,1.8
165,Brandon Lowe,PIT,126,546,23,69,68,4,8.20%,25.70%,0.19,0.291,0.243,0.31,0.434,0.321,104,-0.8,1.5,-2.3,1.8
166,Chase DeLauter,CLE,107,462,13,54,52,3,9.40%,18.20%,0.155,0.279,0.248,0.32,0.403,0.316,103,-0.9,1,0.4,1.8
167,Christian Yelich,MIL,146,630,20,81,80,17,11.10%,24.30%,0.158,0.317,0.256,0.343,0.414,0.33,112,1.4,10.5,-14.2,1.8
168,Carter Jensen,KCR,99,401,12,46,47,4,9.90%,25.90%,0.166,0.308,0.245,0.322,0.411,0.319,101,-0.1,0.6,2.6,1.8
169,Josh Jung,TEX,131,567,18,62,68,4,5.50%,25.30%,0.156,0.306,0.248,0.294,0.404,0.303,95,-1.2,-4.9,2.5,1.7
170,Sean Murphy,ATL,86,348,15,39,43,0,9.70%,27.10%,0.194,0.266,0.221,0.313,0.415,0.318,103,-0.6,0.5,4.2,1.7
171,Ha-Seong Kim,ATL,96,413,9,48,42,15,10.70%,17.90%,0.123,0.282,0.244,0.33,0.368,0.309,97,0.7,-0.8,4.1,1.7
172,Luis García Jr.,WSN,113,490,15,58,62,13,5.50%,15.60%,0.158,0.295,0.272,0.312,0.43,0.319,104,-0.2,2.4,-1.8,1.7
173,Nolan Schanuel,LAA,143,616,15,76,63,6,11.20%,13.80%,0.137,0.289,0.265,0.357,0.402,0.334,114,-1.5,8.5,-12.9,1.7
174,Jurickson Profar,ATL,149,644,19,82,74,9,11.40%,16.20%,0.156,0.279,0.253,0.347,0.409,0.333,113,-0.5,9.5,-14.5,1.7
175,Kerry Carpenter,DET,113,490,24,62,78,2,6.50%,23.70%,0.224,0.293,0.258,0.314,0.481,0.339,118,-1,9.3,-9.8,1.7
176,Victor Scott II,STL,134,581,9,65,50,38,8.00%,21.40%,0.098,0.28,0.226,0.299,0.324,0.279,79,4.1,-10.4,7.3,1.7
177,Gavin Lux,TBR,105,455,7,53,41,3,10.50%,21.70%,0.116,0.322,0.257,0.337,0.373,0.315,101,-0.5,-0.2,0.8,1.7
178,Nick Gonzales,PIT,97,420,8,46,45,2,6.30%,20.40%,0.142,0.318,0.264,0.318,0.405,0.315,99,-0.8,-1.2,3.5,1.7
179,Ryan McMahon,NYY,113,490,17,53,55,3,11.30%,31.90%,0.16,0.285,0.211,0.304,0.371,0.297,91,-0.9,-6.3,5.6,1.7
180,Jared Triolo,PIT,125,539,9,60,50,15,10.60%,22.70%,0.118,0.309,0.245,0.329,0.363,0.307,94,0.3,-3.3,1.5,1.7
181,Pedro Pagés,STL,91,358,10,34,39,1,6.60%,25.70%,0.138,0.283,0.228,0.284,0.366,0.283,82,-0.7,-8.5,9.7,1.6
182,Christian Walker,HOU,138,595,27,70,80,3,8.50%,26.10%,0.199,0.271,0.231,0.306,0.43,0.318,104,-1.2,1.6,-6.1,1.6
183,Brayan Rocchio,CLE,117,504,10,57,51,12,8.10%,18.50%,0.127,0.278,0.239,0.31,0.366,0.298,91,-0.5,-5.7,4.2,1.6
184,Brandon Marsh,PHI,115,497,14,59,59,10,9.80%,28.30%,0.159,0.341,0.256,0.331,0.415,0.325,106,0.3,4.1,-4.9,1.6
185,Eugenio Suárez,CIN,143,616,35,79,97,3,8.60%,30.10%,0.239,0.28,0.235,0.312,0.474,0.336,111,-1.9,6.2,-11,1.6
186,Ryan O'Hearn,PIT,126,546,15,64,63,3,9.20%,18.90%,0.153,0.308,0.267,0.341,0.42,0.331,110,-1.2,5.4,-8.4,1.6
187,Connor Norby,MIA,118,511,15,62,59,9,7.20%,26.80%,0.158,0.311,0.245,0.304,0.403,0.308,95,-0.5,-3.5,1.6,1.5
188,Adolis García,PHI,141,609,28,75,88,13,6.70%,26.30%,0.201,0.285,0.241,0.298,0.442,0.318,101,0.1,1.2,-6.3,1.5
189,Justin Crawford,PHI,99,427,6,56,43,22,7.30%,20.70%,0.107,0.342,0.276,0.331,0.383,0.314,99,1.3,0.8,0,1.5
190,Sal Stewart,CIN,117,504,18,65,69,8,8.00%,19.00%,0.176,0.295,0.264,0.328,0.44,0.333,109,0,5.2,-7,1.5
191,Brooks Lee,MIN,138,595,16,63,68,4,6.60%,16.90%,0.142,0.274,0.248,0.299,0.389,0.3,90,-1,-7.9,2.4,1.5
192,Mike Yastrzemski,ATL,105,455,16,56,50,4,11.50%,23.50%,0.187,0.271,0.229,0.323,0.416,0.321,105,-0.5,2.3,-2.7,1.5
193,Brett Baty,NYM,100,434,17,52,55,5,8.40%,24.50%,0.174,0.298,0.249,0.317,0.424,0.322,109,-0.3,4.5,-4.3,1.5
194,Garrett Mitchell,MIL,92,399,9,48,44,14,9.60%,29.90%,0.147,0.329,0.238,0.317,0.385,0.309,98,0.8,-0.1,1.3,1.5
195,Jordan Lawlar,ARI,104,448,10,54,48,16,8.70%,25.90%,0.146,0.308,0.237,0.312,0.383,0.305,93,1.2,-2.4,1.9,1.5
196,Dylan Beavers,BAL,92,399,12,50,47,11,11.70%,23.10%,0.161,0.299,0.246,0.338,0.407,0.327,111,0,5.2,-4.5,1.5
197,Ke'Bryan Hayes,CIN,123,532,10,55,53,11,6.80%,20.00%,0.111,0.292,0.244,0.3,0.355,0.288,78,0.4,-13.4,10.1,1.5
198,Kyle Manzardo,CLE,115,497,22,58,68,2,10.10%,23.50%,0.209,0.272,0.239,0.322,0.449,0.332,114,-0.5,7.9,-10.7,1.5
199,Samuel Basallo,BAL,105,438,21,53,62,2,8.10%,24.70%,0.208,0.274,0.239,0.306,0.447,0.324,109,-0.6,4,-4.5,1.5
200,Daylen Lile,WSN,133,574,11,68,66,15,6.60%,17.90%,0.151,0.311,0.267,0.322,0.418,0.321,106,0.3,4.2,-9.4,1.4
201,Cole Young,SEA,91,392,7,44,40,5,9.80%,17.00%,0.121,0.273,0.236,0.321,0.358,0.301,99,-0.5,-1.1,1.5,1.4
202,Jac Caglianone,KCR,107,462,20,56,63,3,7.60%,21.40%,0.195,0.286,0.255,0.32,0.45,0.332,110,-0.5,4.9,-7.1,1.4
203,Josh Smith,TEX,118,511,10,60,47,9,9.60%,18.80%,0.126,0.288,0.244,0.331,0.37,0.311,100,-0.2,0.1,-4,1.4
204,Salvador Perez,KCR,151,618,27,65,89,0,4.90%,20.90%,0.191,0.277,0.251,0.299,0.442,0.316,99,-3,-3.5,-1.5,1.4
205,Zach McKinstry,DET,105,455,10,53,44,15,8.70%,21.60%,0.143,0.29,0.239,0.312,0.382,0.304,94,1.4,-2,-0.1,1.4
206,Davis Schneider,TOR,75,322,12,40,39,4,12.90%,28.40%,0.187,0.278,0.22,0.328,0.407,0.323,108,-0.2,2.8,-0.4,1.4
207,Marcell Ozuna,PIT,122,525,23,63,70,0,12.40%,24.40%,0.194,0.29,0.246,0.343,0.441,0.341,117,-1.6,9.1,-13.1,1.4
208,Jose Trevino,CIN,71,282,7,28,29,1,5.60%,15.00%,0.127,0.262,0.24,0.286,0.367,0.285,76,-0.5,-8.6,8.7,1.4
209,Jesús Sánchez,TOR,97,420,15,51,52,9,8.50%,24.30%,0.178,0.295,0.246,0.313,0.424,0.32,105,0.2,2.8,-4.2,1.3
210,Bryan Reynolds,PIT,149,644,19,73,76,5,8.70%,24.50%,0.161,0.313,0.253,0.325,0.414,0.322,104,-0.8,2.4,-10.8,1.3
211,Josh Lowe,LAA,115,497,15,59,56,21,7.90%,26.90%,0.166,0.32,0.251,0.313,0.416,0.315,100,1.8,2.1,-6.2,1.3
212,Agustín Ramírez,MIA,117,480,18,60,62,12,7.40%,19.60%,0.183,0.27,0.244,0.307,0.426,0.316,101,0.1,0.7,-4.2,1.3
213,Yoán Moncada,LAA,99,427,14,48,51,1,9.20%,27.30%,0.168,0.307,0.239,0.318,0.407,0.316,101,-0.8,-0.1,-1.8,1.3
214,Tyler O'Neill,BAL,96,413,20,53,56,5,10.20%,28.40%,0.208,0.287,0.235,0.32,0.443,0.329,112,-0.1,6,-7.4,1.3
215,Nolan Gorman,STL,123,532,24,63,70,4,10.10%,32.10%,0.195,0.285,0.22,0.3,0.415,0.31,100,-1.5,-1.2,-3.7,1.3
216,Jo Adell,LAA,139,602,33,72,93,9,6.90%,26.90%,0.227,0.27,0.235,0.298,0.462,0.326,108,-0.8,4.7,-12.7,1.3
217,Jonathan India,KCR,118,511,11,61,48,5,10.30%,19.10%,0.134,0.287,0.243,0.338,0.378,0.318,101,-0.6,-0.1,-4.8,1.3
218,Cedric Mullins,TBR,110,476,14,56,54,20,9.00%,22.70%,0.155,0.266,0.225,0.3,0.38,0.298,89,1,-5,1.3,1.3
219,Denzel Clarke,ATH,97,420,9,50,44,14,7.80%,33.20%,0.14,0.335,0.229,0.301,0.369,0.295,85,0.9,-6.5,4.6,1.3
220,Joc Pederson,TEX,100,434,19,54,55,3,11.50%,23.00%,0.199,0.27,0.236,0.338,0.435,0.337,118,-0.9,8.2,-10.8,1.3
221,Kyle Isbel,KCR,113,490,9,58,48,9,6.30%,19.50%,0.128,0.289,0.243,0.297,0.371,0.292,83,0.1,-10,5.5,1.3
222,Danny Jansen,TEX,89,352,14,41,42,1,10.90%,23.60%,0.182,0.243,0.213,0.309,0.396,0.31,100,-0.9,-1,4.9,1.3
223,Carson Williams,TBR,97,420,15,50,50,12,8.40%,34.60%,0.169,0.292,0.209,0.282,0.379,0.289,83,-0.1,-8.7,6.5,1.3
224,Nathan Lukes,TOR,68,294,6,35,34,3,8.20%,15.70%,0.135,0.304,0.27,0.334,0.405,0.323,108,-0.5,2.2,-0.1,1.2
225,Jake Burger,TEX,136,588,27,69,83,2,5.40%,24.70%,0.202,0.278,0.242,0.293,0.444,0.316,104,-1,1.5,-9.8,1.2
226,Victor Caratini,MIN,97,400,10,40,44,1,7.60%,17.40%,0.128,0.284,0.252,0.324,0.38,0.311,98,-1.1,-2.1,0.3,1.2
227,Luis Torrens,NYM,55,218,5,21,24,1,6.50%,22.30%,0.138,0.294,0.244,0.298,0.382,0.297,92,-0.4,-2.4,6.2,1.2
228,Gabriel Arias,CLE,112,483,14,49,52,9,6.10%,30.80%,0.149,0.31,0.229,0.284,0.378,0.288,84,-0.2,-9.2,4.4,1.2
229,Brooks Baldwin,CHW,92,399,13,45,49,8,6.80%,22.60%,0.162,0.297,0.251,0.305,0.413,0.312,99,0.1,-0.4,-1.6,1.2
230,Isaac Collins,KCR,102,441,9,53,47,14,12.00%,21.70%,0.138,0.292,0.237,0.337,0.376,0.316,99,0.1,-0.2,-3.2,1.2
231,Kyle Higashioka,TEX,71,283,10,29,35,2,6.00%,24.60%,0.171,0.266,0.227,0.275,0.398,0.291,86,-0.6,-5.2,4.5,1.2
232,Willi Castro,COL,125,539,13,67,54,14,7.90%,22.40%,0.151,0.316,0.256,0.332,0.408,0.324,94,0.2,-3.6,-2.8,1.2
233,Josh Bell,MIN,133,574,20,63,70,1,10.70%,18.60%,0.168,0.281,0.252,0.336,0.42,0.33,111,-2.3,5.3,-13.7,1.2
234,Ramón Urías,STL,76,329,9,35,36,2,7.30%,22.90%,0.145,0.298,0.248,0.309,0.393,0.307,98,-0.4,-1.3,1.3,1.1
235,Cam Smith,HOU,109,469,11,54,51,7,8.50%,25.90%,0.14,0.313,0.243,0.316,0.383,0.307,97,0.3,-1.4,-3.8,1.1
236,Tyler Stephenson,CIN,112,450,14,50,53,1,9.80%,27.90%,0.161,0.302,0.234,0.316,0.395,0.311,94,-1.1,-4.4,2.5,1.1
